Composition: 65% KNO3 / 35% sugar | r=6.29 mol | K2CO3 yield = 44.4 wt% | dTad = 1300 K | Tad = 1598 K
step   time[s]  Tmax[K]  Tvent[K]  K2CO3[kg]  Uvent[m/s]  meanYfu  SMAX
 3349    3.349    850.4    478.7  1.064e-03  3.218e-02  0.0006  1.61e-09
 3350    3.350    850.2    478.6  1.064e-03  3.217e-02  0.0006  1.61e-09
 3351    3.351    850.1    478.6  1.064e-03  3.216e-02  0.0006  1.61e-09
 3352    3.352    849.9    478.5  1.064e-03  3.215e-02  0.0006  1.61e-09
 3353    3.353    849.7    478.5  1.064e-03  3.214e-02  0.0006  1.60e-09
 3354    3.354    849.6    478.4  1.064e-03  3.213e-02  0.0006  1.60e-09
 3355    3.355    849.4    478.4  1.064e-03  3.211e-02  0.0006  1.60e-09
 3356    3.356    849.3    478.3  1.065e-03  3.210e-02  0.0006  1.60e-09
 3357    3.357    849.1    478.3  1.065e-03  3.209e-02  0.0006  1.60e-09
 3358    3.358    848.9    478.2  1.065e-03  3.208e-02  0.0006  1.60e-09
 3359    3.359    848.8    478.2  1.065e-03  3.207e-02  0.0006  1.60e-09
 3360    3.360    848.6    478.1  1.065e-03  3.206e-02  0.0006  1.60e-09
 3361    3.361    848.5    478.1  1.065e-03  3.205e-02  0.0006  1.60e-09
 3362    3.362    848.3    478.0  1.065e-03  3.204e-02  0.0006  1.59e-09
 3363    3.363    848.2    478.0  1.066e-03  3.203e-02  0.0006  1.59e-09
 3364    3.364    848.0    477.9  1.066e-03  3.202e-02  0.0006  1.59e-09
 3365    3.365    847.8    477.9  1.066e-03  3.201e-02  0.0006  1.59e-09
 3366    3.366    847.7    477.9  1.066e-03  3.200e-02  0.0006  1.59e-09
 3367    3.367    847.5    477.8  1.066e-03  3.198e-02  0.0006  1.59e-09
 3368    3.368    847.4    477.8  1.066e-03  3.197e-02  0.0006  1.59e-09
 3369    3.369    847.2    477.7  1.066e-03  3.196e-02  0.0006  1.59e-09
 3370    3.370    847.1    477.7  1.067e-03  3.195e-02  0.0006  1.58e-09
 3371    3.371    846.9    477.6  1.067e-03  3.194e-02  0.0006  1.58e-09
 3372    3.372    846.7    477.6  1.067e-03  3.193e-02  0.0006  1.58e-09
 3373    3.373    846.6    477.5  1.067e-03  3.192e-02  0.0006  1.58e-09
 3374    3.374    846.4    477.5  1.067e-03  3.191e-02  0.0006  1.58e-09
 3375    3.375    846.3    477.4  1.067e-03  3.190e-02  0.0006  1.58e-09
 3376    3.376    846.1    477.4  1.067e-03  3.189e-02  0.0006  1.58e-09
 3377    3.377    846.0    477.3  1.067e-03  3.188e-02  0.0006  1.58e-09
 3378    3.378    845.8    477.3  1.068e-03  3.187e-02  0.0006  1.58e-09
 3379    3.379    845.7    477.2  1.068e-03  3.186e-02  0.0006  1.57e-09
 3380    3.380    845.5    477.2  1.068e-03  3.184e-02  0.0006  1.57e-09
 3381    3.381    845.3    477.1  1.068e-03  3.183e-02  0.0006  1.57e-09
 3382    3.382    845.2    477.1  1.068e-03  3.182e-02  0.0006  1.57e-09
 3383    3.383    845.0    477.0  1.068e-03  3.181e-02  0.0006  1.57e-09
 3384    3.384    844.9    477.0  1.068e-03  3.180e-02  0.0006  1.57e-09
 3385    3.385    844.7    477.0  1.069e-03  3.179e-02  0.0006  1.57e-09
 3386    3.386    844.6    476.9  1.069e-03  3.178e-02  0.0006  1.57e-09
 3387    3.387    844.4    476.9  1.069e-03  3.177e-02  0.0006  1.57e-09
 3388    3.388    844.3    476.8  1.069e-03  3.176e-02  0.0006  1.56e-09
 3389    3.389    844.1    476.8  1.069e-03  3.175e-02  0.0006  1.56e-09
 3390    3.390    843.9    476.7  1.069e-03  3.174e-02  0.0006  1.56e-09
 3391    3.391    843.8    476.7  1.069e-03  3.173e-02  0.0006  1.56e-09
 3392    3.392    843.6    476.6  1.070e-03  3.172e-02  0.0006  1.56e-09
 3393    3.393    843.5    476.6  1.070e-03  3.171e-02  0.0006  1.56e-09
 3394    3.394    843.3    476.5  1.070e-03  3.170e-02  0.0006  1.56e-09
 3395    3.395    843.2    476.5  1.070e-03  3.168e-02  0.0006  1.56e-09
 3396    3.396    843.0    476.4  1.070e-03  3.167e-02  0.0006  1.55e-09
 3397    3.397    842.9    476.4  1.070e-03  3.166e-02  0.0006  1.55e-09
 3398    3.398    842.7    476.3  1.070e-03  3.165e-02  0.0006  1.55e-09
 3399    3.399    842.6    476.3  1.071e-03  3.164e-02  0.0006  1.55e-09
 3400    3.400    842.4    476.3  1.071e-03  3.163e-02  0.0006  1.55e-09
 3401    3.401    842.3    476.2  1.071e-03  3.162e-02  0.0006  1.55e-09
 3402    3.402    842.1    476.2  1.071e-03  3.161e-02  0.0006  1.55e-09
 3403    3.403    841.9    476.1  1.071e-03  3.160e-02  0.0006  1.55e-09
 3404    3.404    841.8    476.1  1.071e-03  3.159e-02  0.0006  1.55e-09
 3405    3.405    841.6    476.0  1.071e-03  3.158e-02  0.0006  1.54e-09
 3406    3.406    841.5    476.0  1.072e-03  3.157e-02  0.0006  1.54e-09
 3407    3.407    841.3    475.9  1.072e-03  3.156e-02  0.0006  1.54e-09
 3408    3.408    841.2    475.9  1.072e-03  3.155e-02  0.0006  1.54e-09
 3409    3.409    841.0    475.8  1.072e-03  3.154e-02  0.0006  1.54e-09
 3410    3.410    840.9    475.8  1.072e-03  3.153e-02  0.0006  1.54e-09
 3411    3.411    840.7    475.7  1.072e-03  3.152e-02  0.0006  1.54e-09
 3412    3.412    840.6    475.7  1.072e-03  3.151e-02  0.0006  1.54e-09
 3413    3.413    840.4    475.6  1.072e-03  3.149e-02  0.0006  1.54e-09
 3414    3.414    840.3    475.6  1.073e-03  3.148e-02  0.0006  1.53e-09
 3415    3.415    840.1    475.6  1.073e-03  3.147e-02  0.0006  1.53e-09
 3416    3.416    840.0    475.5  1.073e-03  3.146e-02  0.0006  1.53e-09
 3417    3.417    839.8    475.5  1.073e-03  3.145e-02  0.0006  1.53e-09
 3418    3.418    839.7    475.4  1.073e-03  3.144e-02  0.0006  1.53e-09
 3419    3.419    839.5    475.4  1.073e-03  3.143e-02  0.0006  1.53e-09
 3420    3.420    839.3    475.3  1.073e-03  3.142e-02  0.0006  1.53e-09
 3421    3.421    839.2    475.3  1.074e-03  3.141e-02  0.0006  1.53e-09
 3422    3.422    839.0    475.2  1.074e-03  3.140e-02  0.0006  1.53e-09
 3423    3.423    838.9    475.2  1.074e-03  3.139e-02  0.0006  1.52e-09
 3424    3.424    838.7    475.1  1.074e-03  3.138e-02  0.0006  1.52e-09
 3425    3.425    838.6    475.1  1.074e-03  3.137e-02  0.0006  1.52e-09
 3426    3.426    838.4    475.0  1.074e-03  3.136e-02  0.0006  1.52e-09
 3427    3.427    838.3    475.0  1.074e-03  3.135e-02  0.0006  1.52e-09
 3428    3.428    838.1    475.0  1.075e-03  3.134e-02  0.0006  1.52e-09
 3429    3.429    838.0    474.9  1.075e-03  3.133e-02  0.0006  1.52e-09
 3430    3.430    837.8    474.9  1.075e-03  3.132e-02  0.0006  1.52e-09
 3431    3.431    837.7    474.8  1.075e-03  3.131e-02  0.0006  1.52e-09
 3432    3.432    837.5    474.8  1.075e-03  3.130e-02  0.0006  1.51e-09
 3433    3.433    837.4    474.7  1.075e-03  3.129e-02  0.0006  1.51e-09
 3434    3.434    837.2    474.7  1.075e-03  3.128e-02  0.0006  1.51e-09
 3435    3.435    837.1    474.6  1.076e-03  3.127e-02  0.0006  1.51e-09
 3436    3.436    836.9    474.6  1.076e-03  3.126e-02  0.0006  1.51e-09
 3437    3.437    836.8    474.5  1.076e-03  3.124e-02  0.0006  1.51e-09
 3438    3.438    836.6    474.5  1.076e-03  3.123e-02  0.0006  1.51e-09
 3439    3.439    836.5    474.4  1.076e-03  3.122e-02  0.0006  1.51e-09
 3440    3.440    836.3    474.4  1.076e-03  3.121e-02  0.0006  1.51e-09
 3441    3.441    836.2    474.4  1.076e-03  3.120e-02  0.0006  1.51e-09
 3442    3.442    836.0    474.3  1.076e-03  3.119e-02  0.0006  1.50e-09
 3443    3.443    835.9    474.3  1.077e-03  3.118e-02  0.0006  1.50e-09
 3444    3.444    835.7    474.2  1.077e-03  3.117e-02  0.0006  1.50e-09
 3445    3.445    835.6    474.2  1.077e-03  3.116e-02  0.0006  1.50e-09
 3446    3.446    835.4    474.1  1.077e-03  3.115e-02  0.0006  1.50e-09
 3447    3.447    835.3    474.1  1.077e-03  3.114e-02  0.0006  1.50e-09
 3448    3.448    835.1    474.0  1.077e-03  3.113e-02  0.0006  1.50e-09
 3449    3.449    835.0    474.0  1.077e-03  3.112e-02  0.0006  1.50e-09
 3450    3.450    834.8    473.9  1.078e-03  3.111e-02  0.0006  1.50e-09
 3451    3.451    834.7    473.9  1.078e-03  3.110e-02  0.0006  1.49e-09
 3452    3.452    834.5    473.9  1.078e-03  3.109e-02  0.0006  1.49e-09
 3453    3.453    834.4    473.8  1.078e-03  3.108e-02  0.0006  1.49e-09
 3454    3.454    834.2    473.8  1.078e-03  3.107e-02  0.0006  1.49e-09
 3455    3.455    834.1    473.7  1.078e-03  3.106e-02  0.0006  1.49e-09
 3456    3.456    833.9    473.7  1.078e-03  3.105e-02  0.0006  1.49e-09
 3457    3.457    833.8    473.6  1.079e-03  3.104e-02  0.0006  1.49e-09
 3458    3.458    833.6    473.6  1.079e-03  3.103e-02  0.0006  1.49e-09
 3459    3.459    833.5    473.5  1.079e-03  3.102e-02  0.0006  1.49e-09
 3460    3.460    833.3    473.5  1.079e-03  3.101e-02  0.0006  1.48e-09
 3461    3.461    833.2    473.4  1.079e-03  3.100e-02  0.0006  1.48e-09
 3462    3.462    833.0    473.4  1.079e-03  3.099e-02  0.0006  1.48e-09
 3463    3.463    832.9    473.4  1.079e-03  3.098e-02  0.0006  1.48e-09
 3464    3.464    832.7    473.3  1.079e-03  3.097e-02  0.0006  1.48e-09
 3465    3.465    832.6    473.3  1.080e-03  3.096e-02  0.0006  1.48e-09
 3466    3.466    832.4    473.2  1.080e-03  3.095e-02  0.0006  1.48e-09
 3467    3.467    832.3    473.2  1.080e-03  3.094e-02  0.0006  1.48e-09
 3468    3.468    832.1    473.1  1.080e-03  3.093e-02  0.0006  1.48e-09
 3469    3.469    832.0    473.1  1.080e-03  3.092e-02  0.0006  1.48e-09
 3470    3.470    831.9    473.0  1.080e-03  3.091e-02  0.0006  1.47e-09
 3471    3.471    831.7    473.0  1.080e-03  3.090e-02  0.0006  1.47e-09
 3472    3.472    831.6    473.0  1.081e-03  3.089e-02  0.0006  1.47e-09
 3473    3.473    831.4    472.9  1.081e-03  3.088e-02  0.0006  1.47e-09
 3474    3.474    831.3    472.9  1.081e-03  3.087e-02  0.0006  1.47e-09
 3475    3.475    831.1    472.8  1.081e-03  3.086e-02  0.0006  1.47e-09
 3476    3.476    831.0    472.8  1.081e-03  3.085e-02  0.0006  1.47e-09
 3477    3.477    830.8    472.7  1.081e-03  3.084e-02  0.0006  1.47e-09
 3478    3.478    830.7    472.7  1.081e-03  3.083e-02  0.0006  1.47e-09
 3479    3.479    830.5    472.6  1.082e-03  3.082e-02  0.0006  1.47e-09
 3480    3.480    830.4    472.6  1.082e-03  3.081e-02  0.0006  1.46e-09
 3481    3.481    830.2    472.5  1.082e-03  3.080e-02  0.0006  1.46e-09
 3482    3.482    830.1    472.5  1.082e-03  3.079e-02  0.0006  1.46e-09
 3483    3.483    829.9    472.5  1.082e-03  3.078e-02  0.0006  1.46e-09
 3484    3.484    829.8    472.4  1.082e-03  3.077e-02  0.0006  1.46e-09
 3485    3.485    829.6    472.4  1.082e-03  3.076e-02  0.0006  1.46e-09
 3486    3.486    829.5    472.3  1.082e-03  3.075e-02  0.0006  1.46e-09
 3487    3.487    829.4    472.3  1.083e-03  3.074e-02  0.0006  1.46e-09
 3488    3.488    829.2    472.2  1.083e-03  3.073e-02  0.0006  1.46e-09
 3489    3.489    829.1    472.2  1.083e-03  3.072e-02  0.0006  1.45e-09
 3490    3.490    828.9    472.1  1.083e-03  3.071e-02  0.0006  1.45e-09
 3491    3.491    828.8    472.1  1.083e-03  3.070e-02  0.0006  1.45e-09
 3492    3.492    828.6    472.1  1.083e-03  3.069e-02  0.0006  1.45e-09
 3493    3.493    828.5    472.0  1.083e-03  3.068e-02  0.0006  1.45e-09
 3494    3.494    828.3    472.0  1.084e-03  3.067e-02  0.0006  1.45e-09
 3495    3.495    828.2    471.9  1.084e-03  3.066e-02  0.0006  1.45e-09
 3496    3.496    828.0    471.9  1.084e-03  3.065e-02  0.0006  1.45e-09
 3497    3.497    827.9    471.8  1.084e-03  3.064e-02  0.0006  1.45e-09
 3498    3.498    827.7    471.8  1.084e-03  3.063e-02  0.0006  1.45e-09
 3499    3.499    827.6    471.7  1.084e-03  3.062e-02  0.0006  1.44e-09
 3500    3.500    827.5    471.7  1.084e-03  3.061e-02  0.0006  1.44e-09
 3501    3.501    827.3    471.7  1.085e-03  3.060e-02  0.0006  1.44e-09
 3502    3.502    827.2    471.6  1.085e-03  3.059e-02  0.0006  1.44e-09
 3503    3.503    827.0    471.6  1.085e-03  3.058e-02  0.0006  1.44e-09
 3504    3.504    826.9    471.5  1.085e-03  3.057e-02  0.0006  1.44e-09
 3505    3.505    826.7    471.5  1.085e-03  3.056e-02  0.0006  1.44e-09
 3506    3.506    826.6    471.4  1.085e-03  3.055e-02  0.0006  1.44e-09
 3507    3.507    826.4    471.4  1.085e-03  3.054e-02  0.0006  1.44e-09
 3508    3.508    826.3    471.3  1.085e-03  3.053e-02  0.0006  1.44e-09
 3509    3.509    826.2    471.3  1.086e-03  3.052e-02  0.0006  1.43e-09
 3510    3.510    826.0    471.3  1.086e-03  3.051e-02  0.0006  1.43e-09
 3511    3.511    825.9    471.2  1.086e-03  3.050e-02  0.0006  1.43e-09
 3512    3.512    825.7    471.2  1.086e-03  3.049e-02  0.0006  1.43e-09
 3513    3.513    825.6    471.1  1.086e-03  3.048e-02  0.0006  1.43e-09
 3514    3.514    825.4    471.1  1.086e-03  3.047e-02  0.0006  1.43e-09
 3515    3.515    825.3    471.0  1.086e-03  3.046e-02  0.0006  1.43e-09
 3516    3.516    825.1    471.0  1.087e-03  3.045e-02  0.0006  1.43e-09
 3517    3.517    825.0    470.9  1.087e-03  3.044e-02  0.0006  1.43e-09
 3518    3.518    824.9    470.9  1.087e-03  3.043e-02  0.0006  1.43e-09
 3519    3.519    824.7    470.9  1.087e-03  3.042e-02  0.0006  1.42e-09
 3520    3.520    824.6    470.8  1.087e-03  3.041e-02  0.0006  1.42e-09
 3521    3.521    824.4    470.8  1.087e-03  3.040e-02  0.0006  1.42e-09
 3522    3.522    824.3    470.7  1.087e-03  3.039e-02  0.0006  1.42e-09
 3523    3.523    824.1    470.7  1.087e-03  3.038e-02  0.0006  1.42e-09
 3524    3.524    824.0    470.6  1.088e-03  3.037e-02  0.0006  1.42e-09
 3525    3.525    823.8    470.6  1.088e-03  3.036e-02  0.0006  1.42e-09
 3526    3.526    823.7    470.6  1.088e-03  3.035e-02  0.0006  1.42e-09
 3527    3.527    823.6    470.5  1.088e-03  3.034e-02  0.0006  1.42e-09
 3528    3.528    823.4    470.5  1.088e-03  3.033e-02  0.0006  1.42e-09
 3529    3.529    823.3    470.4  1.088e-03  3.032e-02  0.0006  1.41e-09
 3530    3.530    823.1    470.4  1.088e-03  3.031e-02  0.0006  1.41e-09
 3531    3.531    823.0    470.3  1.089e-03  3.030e-02  0.0006  1.41e-09
 3532    3.532    822.8    470.3  1.089e-03  3.029e-02  0.0006  1.41e-09
 3533    3.533    822.7    470.2  1.089e-03  3.028e-02  0.0006  1.41e-09
 3534    3.534    822.6    470.2  1.089e-03  3.027e-02  0.0006  1.41e-09
 3535    3.535    822.4    470.2  1.089e-03  3.026e-02  0.0006  1.41e-09
 3536    3.536    822.3    470.1  1.089e-03  3.025e-02  0.0006  1.41e-09
 3537    3.537    822.1    470.1  1.089e-03  3.024e-02  0.0006  1.41e-09
 3538    3.538    822.0    470.0  1.089e-03  3.023e-02  0.0006  1.41e-09
 3539    3.539    821.9    470.0  1.090e-03  3.022e-02  0.0006  1.40e-09
 3540    3.540    821.7    469.9  1.090e-03  3.021e-02  0.0006  1.40e-09
 3541    3.541    821.6    469.9  1.090e-03  3.020e-02  0.0006  1.40e-09
 3542    3.542    821.4    469.9  1.090e-03  3.019e-02  0.0006  1.40e-09
 3543    3.543    821.3    469.8  1.090e-03  3.018e-02  0.0006  1.40e-09
 3544    3.544    821.1    469.8  1.090e-03  3.017e-02  0.0006  1.40e-09
 3545    3.545    821.0    469.7  1.090e-03  3.016e-02  0.0006  1.40e-09
 3546    3.546    820.9    469.7  1.091e-03  3.015e-02  0.0006  1.40e-09
 3547    3.547    820.7    469.6  1.091e-03  3.014e-02  0.0006  1.40e-09
 3548    3.548    820.6    469.6  1.091e-03  3.013e-02  0.0006  1.40e-09
 3549    3.549    820.4    469.6  1.091e-03  3.012e-02  0.0006  1.40e-09
 3550    3.550    820.3    469.5  1.091e-03  3.011e-02  0.0006  1.39e-09
 3551    3.551    820.2    469.5  1.091e-03  3.011e-02  0.0006  1.39e-09
 3552    3.552    820.0    469.4  1.091e-03  3.010e-02  0.0006  1.39e-09
 3553    3.553    819.9    469.4  1.092e-03  3.009e-02  0.0006  1.39e-09
 3554    3.554    819.7    469.3  1.092e-03  3.008e-02  0.0006  1.39e-09
 3555    3.555    819.6    469.3  1.092e-03  3.007e-02  0.0006  1.39e-09
 3556    3.556    819.4    469.2  1.092e-03  3.006e-02  0.0006  1.39e-09
 3557    3.557    819.3    469.2  1.092e-03  3.005e-02  0.0006  1.39e-09
 3558    3.558    819.2    469.2  1.092e-03  3.004e-02  0.0006  1.39e-09
 3559    3.559    819.0    469.1  1.092e-03  3.003e-02  0.0006  1.39e-09
 3560    3.560    818.9    469.1  1.092e-03  3.002e-02  0.0006  1.38e-09
 3561    3.561    818.7    469.0  1.093e-03  3.001e-02  0.0006  1.38e-09
 3562    3.562    818.6    469.0  1.093e-03  3.000e-02  0.0006  1.38e-09
 3563    3.563    818.5    468.9  1.093e-03  2.999e-02  0.0006  1.38e-09
 3564    3.564    818.3    468.9  1.093e-03  2.998e-02  0.0006  1.38e-09
 3565    3.565    818.2    468.9  1.093e-03  2.997e-02  0.0006  1.38e-09
 3566    3.566    818.0    468.8  1.093e-03  2.996e-02  0.0006  1.38e-09
 3567    3.567    817.9    468.8  1.093e-03  2.995e-02  0.0006  1.38e-09
 3568    3.568    817.8    468.7  1.094e-03  2.994e-02  0.0006  1.38e-09
 3569    3.569    817.6    468.7  1.094e-03  2.993e-02  0.0006  1.38e-09
 3570    3.570    817.5    468.6  1.094e-03  2.992e-02  0.0006  1.38e-09
 3571    3.571    817.3    468.6  1.094e-03  2.991e-02  0.0006  1.37e-09
 3572    3.572    817.2    468.6  1.094e-03  2.990e-02  0.0006  1.37e-09
 3573    3.573    817.1    468.5  1.094e-03  2.989e-02  0.0006  1.37e-09
 3574    3.574    816.9    468.5  1.094e-03  2.988e-02  0.0006  1.37e-09
 3575    3.575    816.8    468.4  1.094e-03  2.987e-02  0.0006  1.37e-09
 3576    3.576    816.6    468.4  1.095e-03  2.987e-02  0.0006  1.37e-09
 3577    3.577    816.5    468.3  1.095e-03  2.986e-02  0.0006  1.37e-09
 3578    3.578    816.4    468.3  1.095e-03  2.985e-02  0.0006  1.37e-09
 3579    3.579    816.2    468.3  1.095e-03  2.984e-02  0.0006  1.37e-09
 3580    3.580    816.1    468.2  1.095e-03  2.983e-02  0.0006  1.37e-09
 3581    3.581    815.9    468.2  1.095e-03  2.982e-02  0.0006  1.36e-09
 3582    3.582    815.8    468.1  1.095e-03  2.981e-02  0.0006  1.36e-09
 3583    3.583    815.7    468.1  1.095e-03  2.980e-02  0.0006  1.36e-09
 3584    3.584    815.5    468.0  1.096e-03  2.979e-02  0.0006  1.36e-09
 3585    3.585    815.4    468.0  1.096e-03  2.978e-02  0.0006  1.36e-09
 3586    3.586    815.3    468.0  1.096e-03  2.977e-02  0.0006  1.36e-09
 3587    3.587    815.1    467.9  1.096e-03  2.976e-02  0.0006  1.36e-09
 3588    3.588    815.0    467.9  1.096e-03  2.975e-02  0.0006  1.36e-09
 3589    3.589    814.8    467.8  1.096e-03  2.974e-02  0.0006  1.36e-09
 3590    3.590    814.7    467.8  1.096e-03  2.973e-02  0.0006  1.36e-09
 3591    3.591    814.6    467.7  1.097e-03  2.972e-02  0.0006  1.36e-09
 3592    3.592    814.4    467.7  1.097e-03  2.971e-02  0.0006  1.35e-09
 3593    3.593    814.3    467.7  1.097e-03  2.970e-02  0.0006  1.35e-09
 3594    3.594    814.2    467.6  1.097e-03  2.969e-02  0.0006  1.35e-09
 3595    3.595    814.0    467.6  1.097e-03  2.969e-02  0.0006  1.35e-09
 3596    3.596    813.9    467.5  1.097e-03  2.968e-02  0.0006  1.35e-09
 3597    3.597    813.7    467.5  1.097e-03  2.967e-02  0.0006  1.35e-09
 3598    3.598    813.6    467.5  1.097e-03  2.966e-02  0.0006  1.35e-09
 3599    3.599    813.5    467.4  1.098e-03  2.965e-02  0.0006  1.35e-09
 3600    3.600    813.3    467.4  1.098e-03  2.964e-02  0.0006  1.35e-09
 3601    3.601    813.2    467.3  1.098e-03  2.963e-02  0.0006  1.35e-09
 3602    3.602    813.0    467.3  1.098e-03  2.962e-02  0.0006  1.35e-09
 3603    3.603    812.9    467.2  1.098e-03  2.961e-02  0.0006  1.34e-09
 3604    3.604    812.8    467.2  1.098e-03  2.960e-02  0.0006  1.34e-09
 3605    3.605    812.6    467.2  1.098e-03  2.959e-02  0.0006  1.34e-09
 3606    3.606    812.5    467.1  1.099e-03  2.958e-02  0.0006  1.34e-09
 3607    3.607    812.4    467.1  1.099e-03  2.957e-02  0.0006  1.34e-09
 3608    3.608    812.2    467.0  1.099e-03  2.956e-02  0.0006  1.34e-09
 3609    3.609    812.1    467.0  1.099e-03  2.955e-02  0.0006  1.34e-09
 3610    3.610    812.0    466.9  1.099e-03  2.954e-02  0.0006  1.34e-09
 3611    3.611    811.8    466.9  1.099e-03  2.954e-02  0.0006  1.34e-09
 3612    3.612    811.7    466.9  1.099e-03  2.953e-02  0.0006  1.34e-09
 3613    3.613    811.5    466.8  1.099e-03  2.952e-02  0.0006  1.34e-09
 3614    3.614    811.4    466.8  1.100e-03  2.951e-02  0.0006  1.33e-09
 3615    3.615    811.3    466.7  1.100e-03  2.950e-02  0.0006  1.33e-09
 3616    3.616    811.1    466.7  1.100e-03  2.949e-02  0.0006  1.33e-09
 3617    3.617    811.0    466.7  1.100e-03  2.948e-02  0.0006  1.33e-09
 3618    3.618    810.9    466.6  1.100e-03  2.947e-02  0.0006  1.33e-09
 3619    3.619    810.7    466.6  1.100e-03  2.946e-02  0.0006  1.33e-09
 3620    3.620    810.6    466.5  1.100e-03  2.945e-02  0.0006  1.33e-09
 3621    3.621    810.5    466.5  1.101e-03  2.944e-02  0.0006  1.33e-09
 3622    3.622    810.3    466.4  1.101e-03  2.943e-02  0.0006  1.33e-09
 3623    3.623    810.2    466.4  1.101e-03  2.942e-02  0.0006  1.33e-09
 3624    3.624    810.0    466.4  1.101e-03  2.941e-02  0.0006  1.33e-09
 3625    3.625    809.9    466.3  1.101e-03  2.941e-02  0.0006  1.32e-09
 3626    3.626    809.8    466.3  1.101e-03  2.940e-02  0.0006  1.32e-09
 3627    3.627    809.6    466.2  1.101e-03  2.939e-02  0.0006  1.32e-09
 3628    3.628    809.5    466.2  1.101e-03  2.938e-02  0.0006  1.32e-09
 3629    3.629    809.4    466.1  1.102e-03  2.937e-02  0.0006  1.32e-09
 3630    3.630    809.2    466.1  1.102e-03  2.936e-02  0.0006  1.32e-09
 3631    3.631    809.1    466.1  1.102e-03  2.935e-02  0.0006  1.32e-09
 3632    3.632    809.0    466.0  1.102e-03  2.934e-02  0.0006  1.32e-09
 3633    3.633    808.8    466.0  1.102e-03  2.933e-02  0.0006  1.32e-09
 3634    3.634    808.7    465.9  1.102e-03  2.932e-02  0.0006  1.32e-09
 3635    3.635    808.6    465.9  1.102e-03  2.931e-02  0.0006  1.32e-09
 3636    3.636    808.4    465.9  1.102e-03  2.930e-02  0.0006  1.31e-09
 3637    3.637    808.3    465.8  1.103e-03  2.929e-02  0.0006  1.31e-09
 3638    3.638    808.2    465.8  1.103e-03  2.929e-02  0.0006  1.31e-09
 3639    3.639    808.0    465.7  1.103e-03  2.928e-02  0.0006  1.31e-09
 3640    3.640    807.9    465.7  1.103e-03  2.927e-02  0.0006  1.31e-09
 3641    3.641    807.7    465.7  1.103e-03  2.926e-02  0.0006  1.31e-09
 3642    3.642    807.6    465.6  1.103e-03  2.925e-02  0.0006  1.31e-09
 3643    3.643    807.5    465.6  1.103e-03  2.924e-02  0.0006  1.31e-09
 3644    3.644    807.3    465.5  1.104e-03  2.923e-02  0.0006  1.31e-09
 3645    3.645    807.2    465.5  1.104e-03  2.922e-02  0.0006  1.31e-09
 3646    3.646    807.1    465.4  1.104e-03  2.921e-02  0.0006  1.31e-09
 3647    3.647    806.9    465.4  1.104e-03  2.920e-02  0.0006  1.31e-09
 3648    3.648    806.8    465.4  1.104e-03  2.919e-02  0.0006  1.30e-09
 3649    3.649    806.7    465.3  1.104e-03  2.918e-02  0.0006  1.30e-09
 3650    3.650    806.5    465.3  1.104e-03  2.918e-02  0.0006  1.30e-09
 3651    3.651    806.4    465.2  1.104e-03  2.917e-02  0.0006  1.30e-09
 3652    3.652    806.3    465.2  1.105e-03  2.916e-02  0.0006  1.30e-09
 3653    3.653    806.1    465.2  1.105e-03  2.915e-02  0.0006  1.30e-09
 3654    3.654    806.0    465.1  1.105e-03  2.914e-02  0.0006  1.30e-09
 3655    3.655    805.9    465.1  1.105e-03  2.913e-02  0.0006  1.30e-09
 3656    3.656    805.7    465.0  1.105e-03  2.912e-02  0.0006  1.30e-09
 3657    3.657    805.6    465.0  1.105e-03  2.911e-02  0.0006  1.30e-09
 3658    3.658    805.5    464.9  1.105e-03  2.910e-02  0.0006  1.30e-09
 3659    3.659    805.3    464.9  1.105e-03  2.909e-02  0.0006  1.29e-09
 3660    3.660    805.2    464.9  1.106e-03  2.908e-02  0.0006  1.29e-09
 3661    3.661    805.1    464.8  1.106e-03  2.908e-02  0.0006  1.29e-09
 3662    3.662    804.9    464.8  1.106e-03  2.907e-02  0.0006  1.29e-09
 3663    3.663    804.8    464.7  1.106e-03  2.906e-02  0.0006  1.29e-09
 3664    3.664    804.7    464.7  1.106e-03  2.905e-02  0.0006  1.29e-09
 3665    3.665    804.5    464.7  1.106e-03  2.904e-02  0.0006  1.29e-09
 3666    3.666    804.4    464.6  1.106e-03  2.903e-02  0.0006  1.29e-09
 3667    3.667    804.3    464.6  1.107e-03  2.902e-02  0.0006  1.29e-09
 3668    3.668    804.1    464.5  1.107e-03  2.901e-02  0.0006  1.29e-09
 3669    3.669    804.0    464.5  1.107e-03  2.900e-02  0.0006  1.29e-09
 3670    3.670    803.9    464.5  1.107e-03  2.899e-02  0.0006  1.29e-09
 3671    3.671    803.7    464.4  1.107e-03  2.898e-02  0.0006  1.28e-09
 3672    3.672    803.6    464.4  1.107e-03  2.898e-02  0.0006  1.28e-09
 3673    3.673    803.5    464.3  1.107e-03  2.897e-02  0.0006  1.28e-09
 3674    3.674    803.3    464.3  1.107e-03  2.896e-02  0.0006  1.28e-09
 3675    3.675    803.2    464.3  1.108e-03  2.895e-02  0.0006  1.28e-09
 3676    3.676    803.1    464.2  1.108e-03  2.894e-02  0.0006  1.28e-09
 3677    3.677    803.0    464.2  1.108e-03  2.893e-02  0.0006  1.28e-09
 3678    3.678    802.8    464.1  1.108e-03  2.892e-02  0.0006  1.28e-09
